Domain Code,Domain,Country Code,Country,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"RM","Machinery","226","Uganda","5622","Import Value","2455008","Milking machines","2003","2003","1000 US$","317","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5622","Import Value","2455008","Milking machines","2004","2004","1000 US$","5","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5622","Import Value","2455008","Milking machines","2006","2006","1000 US$","86","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5622","Import Value","2455008","Milking machines","2007","2007","1000 US$","2","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5622","Import Value","2455015","Milking, dairy machinery (trade)","1963","1963","1000 US$","14","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5622","Import Value","2455015","Milking, dairy machinery (trade)","1964","1964","1000 US$","5","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5622","Import Value","2455015","Milking, dairy machinery (trade)","1965","1965","1000 US$","8","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5622","Import Value","2455015","Milking, dairy machinery (trade)","1966","1966","1000 US$","18","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5622","Import Value","2455015","Milking, dairy machinery (trade)","1967","1967","1000 US$","7","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5622","Import Value","2455015","Milking, dairy machinery (trade)","1968","1968","1000 US$","44","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5622","Import Value","2455015","Milking, dairy machinery (trade)","1969","1969","1000 US$","633","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5622","Import Value","2455015","Milking, dairy machinery (trade)","1970","1970","1000 US$","97","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5622","Import Value","2455015","Milking, dairy machinery (trade)","1971","1971","1000 US$","197","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5622","Import Value","2455015","Milking, dairy machinery (trade)","1972","1972","1000 US$","23","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5622","Import Value","2455015","Milking, dairy machinery (trade)","1973","1973","1000 US$","24","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5622","Import Value","2455015","Milking, dairy machinery (trade)","1974","1974","1000 US$","50","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5622","Import Value","2455015","Milking, dairy machinery (trade)","1975","1975","1000 US$","12","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5622","Import Value","2455015","Milking, dairy machinery (trade)","1976","1976","1000 US$","54","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5622","Import Value","2455015","Milking, dairy machinery (trade)","1977","1977","1000 US$","60","F","FAO estimate"
"RM","Machinery","226","Uganda","5622","Import Value","2455015","Milking, dairy machinery (trade)","1979","1979","1000 US$","55","F","FAO estimate"
"RM","Machinery","226","Uganda","5622","Import Value","2455015","Milking, dairy machinery (trade)","1980","1980","1000 US$","60","F","FAO estimate"
"RM","Machinery","226","Uganda","5622","Import Value","2455015","Milking, dairy machinery (trade)","1981","1981","1000 US$","50","F","FAO estimate"
"RM","Machinery","226","Uganda","5622","Import Value","2455015","Milking, dairy machinery (trade)","1982","1982","1000 US$","55","F","FAO estimate"
"RM","Machinery","226","Uganda","5622","Import Value","2455015","Milking, dairy machinery (trade)","1983","1983","1000 US$","60","F","FAO estimate"
"RM","Machinery","226","Uganda","5622","Import Value","2455015","Milking, dairy machinery (trade)","1984","1984","1000 US$","65","F","FAO estimate"
"RM","Machinery","226","Uganda","5622","Import Value","2455015","Milking, dairy machinery (trade)","1985","1985","1000 US$","70","F","FAO estimate"
"RM","Machinery","226","Uganda","5622","Import Value","2455015","Milking, dairy machinery (trade)","1986","1986","1000 US$","75","F","FAO estimate"
"RM","Machinery","226","Uganda","5622","Import Value","2455015","Milking, dairy machinery (trade)","1987","1987","1000 US$","80","F","FAO estimate"
"RM","Machinery","226","Uganda","5622","Import Value","2455015","Milking, dairy machinery (trade)","1988","1988","1000 US$","85","F","FAO estimate"
"RM","Machinery","226","Uganda","5622","Import Value","2455015","Milking, dairy machinery (trade)","1989","1989","1000 US$","90","F","FAO estimate"
"RM","Machinery","226","Uganda","5622","Import Value","2455015","Milking, dairy machinery (trade)","1990","1990","1000 US$","95","F","FAO estimate"
"RM","Machinery","226","Uganda","5622","Import Value","2455015","Milking, dairy machinery (trade)","1991","1991","1000 US$","100","F","FAO estimate"
"RM","Machinery","226","Uganda","5622","Import Value","2455015","Milking, dairy machinery (trade)","1992","1992","1000 US$","70","F","FAO estimate"
"RM","Machinery","226","Uganda","5622","Import Value","2455015","Milking, dairy machinery (trade)","1993","1993","1000 US$","70","F","FAO estimate"
"RM","Machinery","226","Uganda","5622","Import Value","2455015","Milking, dairy machinery (trade)","1994","1994","1000 US$","100","F","FAO estimate"
"RM","Machinery","226","Uganda","5622","Import Value","2455015","Milking, dairy machinery (trade)","1995","1995","1000 US$","800","F","FAO estimate"
"RM","Machinery","226","Uganda","5622","Import Value","2455015","Milking, dairy machinery (trade)","1996","1996","1000 US$","2086","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5622","Import Value","2455015","Milking, dairy machinery (trade)","1997","1997","1000 US$","1000","F","FAO estimate"
"RM","Machinery","226","Uganda","5622","Import Value","2455015","Milking, dairy machinery (trade)","1998","1998","1000 US$","328","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5622","Import Value","2455015","Milking, dairy machinery (trade)","1999","1999","1000 US$","1120","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5622","Import Value","2455015","Milking, dairy machinery (trade)","2000","2000","1000 US$","9441","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5622","Import Value","2455015","Milking, dairy machinery (trade)","2001","2001","1000 US$","107","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5622","Import Value","2455015","Milking, dairy machinery (trade)","2002","2002","1000 US$","1034","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5622","Import Value","2455015","Milking, dairy machinery (trade)","2003","2003","1000 US$","783","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5622","Import Value","2455015","Milking, dairy machinery (trade)","2004","2004","1000 US$","282","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5622","Import Value","2455015","Milking, dairy machinery (trade)","2005","2005","1000 US$","154","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5622","Import Value","2455015","Milking, dairy machinery (trade)","2006","2006","1000 US$","677","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5622","Import Value","2455015","Milking, dairy machinery (trade)","2007","2007","1000 US$","1482","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5607","Import Quantity","2455013","Other Agricultural tractors (two-axle tractors)","2000","2000","No","121","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5607","Import Quantity","2455013","Other Agricultural tractors (two-axle tractors)","2007","2007","No","189","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5622","Import Value","2455013","Other Agricultural tractors (two-axle tractors)","2000","2000","1000 US$","1830","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5622","Import Value","2455013","Other Agricultural tractors (two-axle tractors)","2001","2001","1000 US$","1257","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5622","Import Value","2455013","Other Agricultural tractors (two-axle tractors)","2002","2002","1000 US$","2000","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5622","Import Value","2455013","Other Agricultural tractors (two-axle tractors)","2003","2003","1000 US$","1116","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5622","Import Value","2455013","Other Agricultural tractors (two-axle tractors)","2004","2004","1000 US$","5685","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5622","Import Value","2455013","Other Agricultural tractors (two-axle tractors)","2005","2005","1000 US$","2945","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5622","Import Value","2455013","Other Agricultural tractors (two-axle tractors)","2006","2006","1000 US$","4519","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5622","Import Value","2455013","Other Agricultural tractors (two-axle tractors)","2007","2007","1000 US$","3875","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5907","Export Quantity","2455013","Other Agricultural tractors (two-axle tractors)","2000","2000","No","9","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5907","Export Quantity","2455013","Other Agricultural tractors (two-axle tractors)","2001","2001","No","1","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5907","Export Quantity","2455013","Other Agricultural tractors (two-axle tractors)","2002","2002","No","1","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5907","Export Quantity","2455013","Other Agricultural tractors (two-axle tractors)","2007","2007","No","3","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5922","Export Value","2455013","Other Agricultural tractors (two-axle tractors)","2000","2000","1000 US$","157","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5922","Export Value","2455013","Other Agricultural tractors (two-axle tractors)","2001","2001","1000 US$","44","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5922","Export Value","2455013","Other Agricultural tractors (two-axle tractors)","2002","2002","1000 US$","134","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5922","Export Value","2455013","Other Agricultural tractors (two-axle tractors)","2003","2003","1000 US$","110","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5922","Export Value","2455013","Other Agricultural tractors (two-axle tractors)","2004","2004","1000 US$","289","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5922","Export Value","2455013","Other Agricultural tractors (two-axle tractors)","2005","2005","1000 US$","357","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5922","Export Value","2455013","Other Agricultural tractors (two-axle tractors)","2006","2006","1000 US$","181","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5922","Export Value","2455013","Other Agricultural tractors (two-axle tractors)","2007","2007","1000 US$","32","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5607","Import Quantity","2455010","Pedestrian controlled tractors (single axle tractors)","2000","2000","No","8","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5607","Import Quantity","2455010","Pedestrian controlled tractors (single axle tractors)","2002","2002","No","130","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5607","Import Quantity","2455010","Pedestrian controlled tractors (single axle tractors)","2005","2005","No","72","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5607","Import Quantity","2455010","Pedestrian controlled tractors (single axle tractors)","2007","2007","No","62","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5622","Import Value","2455010","Pedestrian controlled tractors (single axle tractors)","2000","2000","1000 US$","27","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5622","Import Value","2455010","Pedestrian controlled tractors (single axle tractors)","2001","2001","1000 US$","48","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5622","Import Value","2455010","Pedestrian controlled tractors (single axle tractors)","2002","2002","1000 US$","737","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5622","Import Value","2455010","Pedestrian controlled tractors (single axle tractors)","2003","2003","1000 US$","53","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5622","Import Value","2455010","Pedestrian controlled tractors (single axle tractors)","2004","2004","1000 US$","95","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5622","Import Value","2455010","Pedestrian controlled tractors (single axle tractors)","2005","2005","1000 US$","76","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5622","Import Value","2455010","Pedestrian controlled tractors (single axle tractors)","2006","2006","1000 US$","157","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5622","Import Value","2455010","Pedestrian controlled tractors (single axle tractors)","2007","2007","1000 US$","81","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5907","Export Quantity","2455010","Pedestrian controlled tractors (single axle tractors)","2001","2001","No","1","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5907","Export Quantity","2455010","Pedestrian controlled tractors (single axle tractors)","2002","2002","No","2","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5907","Export Quantity","2455010","Pedestrian controlled tractors (single axle tractors)","2006","2006","No","5","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5907","Export Quantity","2455010","Pedestrian controlled tractors (single axle tractors)","2007","2007","No","26","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5922","Export Value","2455010","Pedestrian controlled tractors (single axle tractors)","2000","2000","1000 US$","6","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5922","Export Value","2455010","Pedestrian controlled tractors (single axle tractors)","2001","2001","1000 US$","14","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5922","Export Value","2455010","Pedestrian controlled tractors (single axle tractors)","2002","2002","1000 US$","40","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5922","Export Value","2455010","Pedestrian controlled tractors (single axle tractors)","2005","2005","1000 US$","0","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5922","Export Value","2455010","Pedestrian controlled tractors (single axle tractors)","2006","2006","1000 US$","141","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5922","Export Value","2455010","Pedestrian controlled tractors (single axle tractors)","2007","2007","1000 US$","227","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5622","Import Value","2455001","Ploughs (e.g. reversible and non-reversible ploughs)","2000","2000","1000 US$","119","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5622","Import Value","2455001","Ploughs (e.g. reversible and non-reversible ploughs)","2001","2001","1000 US$","34","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5622","Import Value","2455001","Ploughs (e.g. reversible and non-reversible ploughs)","2002","2002","1000 US$","67","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5622","Import Value","2455001","Ploughs (e.g. reversible and non-reversible ploughs)","2003","2003","1000 US$","103","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5622","Import Value","2455001","Ploughs (e.g. reversible and non-reversible ploughs)","2004","2004","1000 US$","338","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5622","Import Value","2455001","Ploughs (e.g. reversible and non-reversible ploughs)","2005","2005","1000 US$","43","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5622","Import Value","2455001","Ploughs (e.g. reversible and non-reversible ploughs)","2006","2006","1000 US$","120","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5622","Import Value","2455001","Ploughs (e.g. reversible and non-reversible ploughs)","2007","2007","1000 US$","176","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5907","Export Quantity","2455001","Ploughs (e.g. reversible and non-reversible ploughs)","2000","2000","No","3","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5907","Export Quantity","2455001","Ploughs (e.g. reversible and non-reversible ploughs)","2001","2001","No","36","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5907","Export Quantity","2455001","Ploughs (e.g. reversible and non-reversible ploughs)","2003","2003","No","300","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5907","Export Quantity","2455001","Ploughs (e.g. reversible and non-reversible ploughs)","2005","2005","No","3","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5922","Export Value","2455001","Ploughs (e.g. reversible and non-reversible ploughs)","2000","2000","1000 US$","1","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5922","Export Value","2455001","Ploughs (e.g. reversible and non-reversible ploughs)","2001","2001","1000 US$","1","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5922","Export Value","2455001","Ploughs (e.g. reversible and non-reversible ploughs)","2003","2003","1000 US$","3","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5922","Export Value","2455001","Ploughs (e.g. reversible and non-reversible ploughs)","2005","2005","1000 US$","6","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5922","Export Value","2455001","Ploughs (e.g. reversible and non-reversible ploughs)","2007","2007","1000 US$","8","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5607","Import Quantity","2455006","Root or tuber harvesting machines","2006","2006","No","1","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5622","Import Value","2455006","Root or tuber harvesting machines","2006","2006","1000 US$","1","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5607","Import Quantity","2455002","Seeders, planters and transplanters","2000","2000","No","7","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5607","Import Quantity","2455002","Seeders, planters and transplanters","2001","2001","No","14","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5607","Import Quantity","2455002","Seeders, planters and transplanters","2004","2004","No","101","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5607","Import Quantity","2455002","Seeders, planters and transplanters","2005","2005","No","12","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5607","Import Quantity","2455002","Seeders, planters and transplanters","2006","2006","No","7","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5607","Import Quantity","2455002","Seeders, planters and transplanters","2007","2007","No","35","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5622","Import Value","2455002","Seeders, planters and transplanters","2000","2000","1000 US$","19","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5622","Import Value","2455002","Seeders, planters and transplanters","2001","2001","1000 US$","22","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5622","Import Value","2455002","Seeders, planters and transplanters","2002","2002","1000 US$","10","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5622","Import Value","2455002","Seeders, planters and transplanters","2003","2003","1000 US$","1030","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5622","Import Value","2455002","Seeders, planters and transplanters","2004","2004","1000 US$","4","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5622","Import Value","2455002","Seeders, planters and transplanters","2005","2005","1000 US$","24","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5622","Import Value","2455002","Seeders, planters and transplanters","2006","2006","1000 US$","27","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5622","Import Value","2455002","Seeders, planters and transplanters","2007","2007","1000 US$","32","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5907","Export Quantity","2455002","Seeders, planters and transplanters","2002","2002","No","34","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5907","Export Quantity","2455002","Seeders, planters and transplanters","2007","2007","No","1","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5922","Export Value","2455002","Seeders, planters and transplanters","2002","2002","1000 US$","4","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5922","Export Value","2455002","Seeders, planters and transplanters","2007","2007","1000 US$","1","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5622","Import Value","2455016","Soil working equipment (trade)","1963","1963","1000 US$","277","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5622","Import Value","2455016","Soil working equipment (trade)","1964","1964","1000 US$","326","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5622","Import Value","2455016","Soil working equipment (trade)","1965","1965","1000 US$","170","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5622","Import Value","2455016","Soil working equipment (trade)","1966","1966","1000 US$","347","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5622","Import Value","2455016","Soil working equipment (trade)","1967","1967","1000 US$","306","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5622","Import Value","2455016","Soil working equipment (trade)","1968","1968","1000 US$","268","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5622","Import Value","2455016","Soil working equipment (trade)","1969","1969","1000 US$","221","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5622","Import Value","2455016","Soil working equipment (trade)","1970","1970","1000 US$","270","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5622","Import Value","2455016","Soil working equipment (trade)","1971","1971","1000 US$","333","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5622","Import Value","2455016","Soil working equipment (trade)","1972","1972","1000 US$","317","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5622","Import Value","2455016","Soil working equipment (trade)","1973","1973","1000 US$","167","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5622","Import Value","2455016","Soil working equipment (trade)","1974","1974","1000 US$","837","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5622","Import Value","2455016","Soil working equipment (trade)","1975","1975","1000 US$","328","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5622","Import Value","2455016","Soil working equipment (trade)","1976","1976","1000 US$","627","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5622","Import Value","2455016","Soil working equipment (trade)","1977","1977","1000 US$","650","F","FAO estimate"
"RM","Machinery","226","Uganda","5622","Import Value","2455016","Soil working equipment (trade)","1979","1979","1000 US$","750","F","FAO estimate"
"RM","Machinery","226","Uganda","5622","Import Value","2455016","Soil working equipment (trade)","1980","1980","1000 US$","700","F","FAO estimate"
"RM","Machinery","226","Uganda","5622","Import Value","2455016","Soil working equipment (trade)","1981","1981","1000 US$","720","F","FAO estimate"
"RM","Machinery","226","Uganda","5622","Import Value","2455016","Soil working equipment (trade)","1982","1982","1000 US$","730","F","FAO estimate"
"RM","Machinery","226","Uganda","5622","Import Value","2455016","Soil working equipment (trade)","1983","1983","1000 US$","740","F","FAO estimate"
"RM","Machinery","226","Uganda","5622","Import Value","2455016","Soil working equipment (trade)","1984","1984","1000 US$","750","F","FAO estimate"
"RM","Machinery","226","Uganda","5622","Import Value","2455016","Soil working equipment (trade)","1985","1985","1000 US$","760","F","FAO estimate"
"RM","Machinery","226","Uganda","5622","Import Value","2455016","Soil working equipment (trade)","1986","1986","1000 US$","770","F","FAO estimate"
"RM","Machinery","226","Uganda","5622","Import Value","2455016","Soil working equipment (trade)","1987","1987","1000 US$","780","F","FAO estimate"
"RM","Machinery","226","Uganda","5622","Import Value","2455016","Soil working equipment (trade)","1988","1988","1000 US$","790","F","FAO estimate"
"RM","Machinery","226","Uganda","5622","Import Value","2455016","Soil working equipment (trade)","1989","1989","1000 US$","800","F","FAO estimate"
"RM","Machinery","226","Uganda","5622","Import Value","2455016","Soil working equipment (trade)","1990","1990","1000 US$","760","F","FAO estimate"
"RM","Machinery","226","Uganda","5622","Import Value","2455016","Soil working equipment (trade)","1991","1991","1000 US$","780","F","FAO estimate"
"RM","Machinery","226","Uganda","5622","Import Value","2455016","Soil working equipment (trade)","1992","1992","1000 US$","800","F","FAO estimate"
"RM","Machinery","226","Uganda","5622","Import Value","2455016","Soil working equipment (trade)","1993","1993","1000 US$","800","F","FAO estimate"
"RM","Machinery","226","Uganda","5622","Import Value","2455016","Soil working equipment (trade)","1994","1994","1000 US$","700","F","FAO estimate"
"RM","Machinery","226","Uganda","5622","Import Value","2455016","Soil working equipment (trade)","1995","1995","1000 US$","500","F","FAO estimate"
"RM","Machinery","226","Uganda","5622","Import Value","2455016","Soil working equipment (trade)","1996","1996","1000 US$","137","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5622","Import Value","2455016","Soil working equipment (trade)","1997","1997","1000 US$","250","F","FAO estimate"
"RM","Machinery","226","Uganda","5622","Import Value","2455016","Soil working equipment (trade)","1998","1998","1000 US$","390","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5622","Import Value","2455016","Soil working equipment (trade)","1999","1999","1000 US$","558","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5622","Import Value","2455016","Soil working equipment (trade)","2000","2000","1000 US$","951","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5622","Import Value","2455016","Soil working equipment (trade)","2001","2001","1000 US$","197","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5622","Import Value","2455016","Soil working equipment (trade)","2002","2002","1000 US$","461","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5622","Import Value","2455016","Soil working equipment (trade)","2003","2003","1000 US$","1525","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5622","Import Value","2455016","Soil working equipment (trade)","2004","2004","1000 US$","996","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5622","Import Value","2455016","Soil working equipment (trade)","2005","2005","1000 US$","850","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5622","Import Value","2455016","Soil working equipment (trade)","2006","2006","1000 US$","999","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5622","Import Value","2455016","Soil working equipment (trade)","2007","2007","1000 US$","2113","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5922","Export Value","2455016","Soil working equipment (trade)","1963","1963","1000 US$","2","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5922","Export Value","2455016","Soil working equipment (trade)","1967","1967","1000 US$","3","W","Data reported on country official publications or web sites (Official) or trade country files"
